job_id,date_posted,knowledge,confidence_score,confidence_tier,source
in-0ce4ee994f5986ef,,RDP,0.847,High,BERT+GPT
in-0ce4ee994f5986ef,,VPN,0.846,High,BERT+GPT
in-0ce4ee994f5986ef,,sFTP,0.848,High,BERT+GPT
in-0ce4ee994f5986ef,,SCP,0.847,High,BERT+GPT
in-0ce4ee994f5986ef,,RSYNC,0.841,High,BERT+GPT
in-0ce4ee994f5986ef,,DNS,0.845,High,BERT+GPT
in-0ce4ee994f5986ef,,Load Balancers,0.849,High,BERT+GPT
in-0ce4ee994f5986ef,,Web Servers,0.85,High,BERT+GPT
in-0ce4ee994f5986ef,,IIS,0.75,Medium High,GPT
in-0ce4ee994f5986ef,,Nginx,0.75,Medium High,GPT
in-0ce4ee994f5986ef,,Apache,0.75,Medium High,GPT
in-0ce4ee994f5986ef,,Service Management,0.386,Very Low,BERT (standalone)
in-0ce4ee994f5986ef,,ITSM Process:,0.335,Very Low,BERT (standalone)
in-0ce4ee994f5986ef,,"incident,",0.485,Low,BERT (standalone)
in-0ce4ee994f5986ef,,"problem,",0.415,Low,BERT (standalone)
in-0ce4ee994f5986ef,,change management,0.425,Low,BERT (standalone)
in-0ce4ee994f5986ef,,remote connectivity,0.493,Low,BERT (standalone)
in-aff3b59d34df3979,,SaaS platform,0.75,Medium High,GPT
in-aff3b59d34df3979,,C2P,0.75,Medium High,GPT
in-aff3b59d34df3979,,market access,0.75,Medium High,GPT
in-aff3b59d34df3979,,product requirements,0.75,Medium High,GPT
in-aff3b59d34df3979,,regulations,0.75,Medium High,GPT
in-aff3b59d34df3979,,standards,0.75,Medium High,GPT
in-6158fe7c20817c4d,,swing stages,0.761,Medium High,BERT+GPT
in-6158fe7c20817c4d,,mechanical lifts,0.75,Medium High,GPT
in-6158fe7c20817c4d,,ladders,0.75,Medium High,GPT
in-eedf08e30be9ab51,,AI,0.705,Medium High,BERT+GPT
in-eedf08e30be9ab51,,anomaly detection,0.802,High,BERT+GPT
in-eedf08e30be9ab51,,auto-remediation PRs,0.75,Medium High,GPT
in-eedf08e30be9ab51,,KPIs,0.75,Medium High,GPT
in-eedf08e30be9ab51,,MTTR,0.75,Medium High,GPT
in-eedf08e30be9ab51,,false-positive rates,0.75,Medium High,GPT
in-eedf08e30be9ab51,,auto-triage coverage,0.75,Medium High,GPT
in-eedf08e30be9ab51,,time-to-evidence,0.75,Medium High,GPT
in-eedf08e30be9ab51,,security posture,0.75,Medium High,GPT
in-eedf08e30be9ab51,,ISV ecosystem,0.75,Medium High,GPT
in-eedf08e30be9ab51,,auto,0.436,Low,BERT (standalone)
in-eedf08e30be9ab51,,-remediation PRs),0.478,Low,BERT (standalone)
in-43ffd2d0c02da3c8,,complaint investigations,0.75,Medium High,GPT
in-43ffd2d0c02da3c8,,NC investigations,0.781,Medium High,BERT+GPT
in-43ffd2d0c02da3c8,,complaint &,0.529,Medium Low,BERT (standalone)
in-317a89b398a6097a,,ML,0.806,High,BERT+GPT
in-317a89b398a6097a,,analytics,0.592,Medium Low,BERT+GPT
in-317a89b398a6097a,,Agentic,0.822,High,BERT+GPT
in-317a89b398a6097a,,Security,0.627,Medium,BERT+GPT
in-317a89b398a6097a,,Security Data Fabric,0.75,Medium High,GPT
in-317a89b398a6097a,,/,0.374,Very Low,BERT (standalone)
in-885fd166e4f6b283,,net zero,0.75,Medium High,GPT
in-885fd166e4f6b283,,energy risk,0.75,Medium High,GPT
in-885fd166e4f6b283,,power resources,0.75,Medium High,GPT
in-885fd166e4f6b283,,gas resources,0.75,Medium High,GPT
in-38eab51e8779d366,,Digital Experience Platform,0.75,Medium High,GPT
in-e633bacb75424345,,technology,0.75,Medium High,GPT
in-e633bacb75424345,,data partnerships,0.75,Medium High,GPT
in-e633bacb75424345,,product development,0.75,Medium High,GPT
in-e633bacb75424345,,planning,0.75,Medium High,GPT
in-e633bacb75424345,,buying,0.75,Medium High,GPT
in-e633bacb75424345,,measurement,0.75,Medium High,GPT
in-e633bacb75424345,,engineering,0.75,Medium High,GPT
in-e633bacb75424345,,analytics,0.75,Medium High,GPT
in-512f831123e621ba,,Medication Management Solutions,0.75,Medium High,GPT
in-512f831123e621ba,,electromechanical product development,0.75,Medium High,GPT
in-3dc0460c0f2b29c7,,Logic Apps,0.679,Medium,BERT+GPT
in-470125853d5f9273,,C,0.851,High,BERT+GPT
in-470125853d5f9273,,C++,0.75,Medium High,GPT
in-470125853d5f9273,,Objective-C,0.75,Medium High,GPT
in-470125853d5f9273,,Python,0.849,High,BERT+GPT
in-470125853d5f9273,,touch controllers,0.829,High,BERT+GPT
in-470125853d5f9273,,stylus,0.845,High,BERT+GPT
in-470125853d5f9273,,+,0.544,Medium Low,BERT (standalone)
in-470125853d5f9273,,"+,",0.555,Medium Low,BERT (standalone)
in-470125853d5f9273,,Objective,0.559,Medium Low,BERT (standalone)
in-470125853d5f9273,,-C,0.554,Medium Low,BERT (standalone)
in-53cfdaded73a3d73,,ASIC design,0.75,Medium High,GPT
in-53cfdaded73a3d73,,SystemVerilog,0.772,Medium High,BERT+GPT
in-53cfdaded73a3d73,,RTL,0.75,Medium High,GPT
in-53cfdaded73a3d73,,microarchitectures,0.75,Medium High,GPT
in-53cfdaded73a3d73,,synthesis,0.75,Medium High,GPT
in-53cfdaded73a3d73,,timing,0.75,Medium High,GPT
in-53cfdaded73a3d73,,clock domain crossing,0.75,Medium High,GPT
in-62d80732b5d7e1ff,,general dentistry,0.75,Medium High,GPT
in-62d80732b5d7e1ff,,cosmetic dentistry,0.75,Medium High,GPT
in-62d80732b5d7e1ff,,implant dentistry,0.75,Medium High,GPT
in-62d80732b5d7e1ff,,orthodontic dentistry,0.75,Medium High,GPT
in-56858f647fd75f50,,reference architectures,0.845,High,BERT+GPT
in-56858f647fd75f50,,integration strategies,0.75,Medium High,GPT
in-56858f647fd75f50,,migration plans,0.75,Medium High,GPT
in-56858f647fd75f50,,governance models,0.75,Medium High,GPT
in-56858f647fd75f50,,frameworks,0.75,Medium High,GPT
in-56858f647fd75f50,,patterns,0.75,Medium High,GPT
in-56858f647fd75f50,,platforms,0.75,Medium High,GPT
in-f9abf9434c1082da,,Xero,0.75,Medium High,GPT
in-f9abf9434c1082da,,XPM,0.75,Medium High,GPT
in-f9abf9434c1082da,,SaaS,0.75,Medium High,GPT
in-7ee8744f094f6125,,gaming industry,0.687,Medium,BERT+GPT
in-2a4302db92bc7eea,,HV maintenance,0.75,Medium High,GPT
in-2a4302db92bc7eea,,UKPNS,0.75,Medium High,GPT
in-2a4302db92bc7eea,,HV network operations,0.75,Medium High,GPT
in-2a4302db92bc7eea,,central planning tools,0.75,Medium High,GPT
in-c4208d9da045eb07,,ITIL,0.75,Medium High,GPT
in-9b28328f88f44086,,AWS technologies,0.831,High,BERT+GPT
in-9b28328f88f44086,,Airflow,0.852,High,BERT+GPT
in-9b28328f88f44086,,Snowflake,0.852,High,BERT+GPT
in-9b28328f88f44086,,Reporting,0.835,High,BERT+GPT
in-9b28328f88f44086,,BI,0.788,Medium High,BERT+GPT
in-9b28328f88f44086,,Analytics,0.651,Medium,BERT+GPT
in-9b28328f88f44086,,Data platform,0.483,Low,BERT (standalone)
in-aeb7e884d0a576a5,,continuous improvement,0.75,Medium High,GPT
in-aeb7e884d0a576a5,,quality management,0.78,Medium High,BERT+GPT
in-aeb7e884d0a576a5,,client account management,0.793,Medium High,BERT+GPT
in-aeb7e884d0a576a5,,project planning,0.75,Medium High,GPT
in-aeb7e884d0a576a5,,continuous,0.485,Low,BERT (standalone)
in-4ef0712b7559767c,,Liftoff,0.75,Medium High,GPT
in-4ef0712b7559767c,,Accelerate,0.75,Medium High,GPT
in-4ef0712b7559767c,,Direct,0.75,Medium High,GPT
in-4ef0712b7559767c,,Monetize,0.75,Medium High,GPT
in-4ef0712b7559767c,,Intelligence,0.75,Medium High,GPT
in-4ef0712b7559767c,,Vungle Exchange,0.75,Medium High,GPT
in-4ef0712b7559767c,,mobile businesses,0.75,Medium High,GPT
in-4ef0712b7559767c,,gaming,0.75,Medium High,GPT
in-4ef0712b7559767c,,social,0.75,Medium High,GPT
in-4ef0712b7559767c,,finance,0.75,Medium High,GPT
in-4ef0712b7559767c,,ecommerce,0.75,Medium High,GPT
in-4ef0712b7559767c,,entertainment,0.75,Medium High,GPT
in-57fb079a0a8c841b,,Xeon,0.75,Medium High,GPT
in-57fb079a0a8c841b,,x86,0.75,Medium High,GPT
in-57fb079a0a8c841b,,general-purpose compute,0.75,Medium High,GPT
in-57fb079a0a8c841b,,web services,0.75,Medium High,GPT
in-57fb079a0a8c841b,,HPC,0.75,Medium High,GPT
in-57fb079a0a8c841b,,AI-accelerated systems,0.75,Medium High,GPT
in-aca250f65e3990ea,,Meta,0.75,Medium High,GPT
in-aca250f65e3990ea,,TikTok,0.75,Medium High,GPT
in-aca250f65e3990ea,,YouTube,0.75,Medium High,GPT
in-aca250f65e3990ea,,Snap,0.697,Medium,BERT+GPT
in-aca250f65e3990ea,,emerging channels,0.75,Medium High,GPT
in-e02ee10fee198d40,,integrated marketing,0.75,Medium High,GPT
in-e02ee10fee198d40,,communications,0.75,Medium High,GPT
in-e02ee10fee198d40,,audiences,0.75,Medium High,GPT
in-e02ee10fee198d40,,channels,0.75,Medium High,GPT
in-e02ee10fee198d40,,performance metrics,0.75,Medium High,GPT
in-6dd22db5f885b8cc,,material types,0.75,Medium High,GPT
in-6dd22db5f885b8cc,,design approaches,0.75,Medium High,GPT
in-6dd22db5f885b8cc,,project phases,0.75,Medium High,GPT
in-6dd22db5f885b8cc,,project scales,0.75,Medium High,GPT
in-2ef98332b1bed275,,agile digital,0.75,Medium High,GPT
in-e448b26aaa4bd60d,,Edtech,0.829,High,BERT+GPT
in-36c220f07e98d365,,ecommerce,0.75,Medium High,GPT
in-36c220f07e98d365,,chatbot,0.75,Medium High,GPT
in-36c220f07e98d365,,AI,0.75,Medium High,GPT
in-6e215f58ce4474f2,,user behavior analytics,0.75,Medium High,GPT
in-6e215f58ce4474f2,,insider risk mitigation,0.75,Medium High,GPT
in-6e215f58ce4474f2,,business process optimization,0.75,Medium High,GPT
in-7f53e31a432f4b93,,AWS,0.75,Medium High,GPT
in-c894ad9107630b64,,AI,0.846,High,BERT+GPT
in-c894ad9107630b64,,ML,0.75,Medium High,GPT
in-c894ad9107630b64,,data pipelines,0.75,Medium High,GPT
in-c894ad9107630b64,,AI-first development methodology,0.75,Medium High,GPT
in-c894ad9107630b64,,/,0.537,Medium Low,BERT (standalone)
in-c894ad9107630b64,,"ML consumption,",0.449,Low,BERT (standalone)
in-c894ad9107630b64,,-native self,0.349,Very Low,BERT (standalone)
in-c894ad9107630b64,,-first development,0.46,Low,BERT (standalone)
in-8739ce49daeedf1e,,Vue.js,0.75,Medium High,GPT
in-8739ce49daeedf1e,,Postgres,0.75,Medium High,GPT
in-8739ce49daeedf1e,,MySQL,0.75,Medium High,GPT
in-79aa3b0b2d50c3f1,,laser,0.826,High,BERT+GPT
in-79aa3b0b2d50c3f1,,punch press,0.819,High,BERT+GPT
in-79aa3b0b2d50c3f1,,press brake,0.819,High,BERT+GPT
in-65e8e56891d77abc,,visual effect playback,0.721,Medium High,BERT+GPT
in-d8abeee2189a7dff,,React,0.847,High,BERT+GPT
in-d8abeee2189a7dff,,React Native,0.75,Medium High,GPT
in-d8abeee2189a7dff,,NodeJS,0.75,Medium High,GPT
in-d8abeee2189a7dff,,TypeScript,0.661,Medium,BERT+GPT
in-d8abeee2189a7dff,,AWS,0.838,High,BERT+GPT
in-d8abeee2189a7dff,,Go,0.843,High,BERT+GPT
in-d8abeee2189a7dff,,Python,0.844,High,BERT+GPT
in-d8abeee2189a7dff,,Docker,0.846,High,BERT+GPT
in-d8abeee2189a7dff,,CI/CD,0.75,Medium High,GPT
in-d8abeee2189a7dff,,Redis,0.845,High,BERT+GPT
in-d8abeee2189a7dff,,Postgres,0.849,High,BERT+GPT
in-d8abeee2189a7dff,,DynamoDB,0.848,High,BERT+GPT
in-d8abeee2189a7dff,,Clickhouse,0.852,High,BERT+GPT
in-d8abeee2189a7dff,,Python pipelines,0.846,High,BERT+GPT
in-d8abeee2189a7dff,,LLM integrations,0.85,High,BERT+GPT
in-d8abeee2189a7dff,,internal models,0.839,High,BERT+GPT
in-d8abeee2189a7dff,,Native,0.466,Low,BERT (standalone)
in-d8abeee2189a7dff,,CI,0.559,Medium Low,BERT (standalone)
in-d8abeee2189a7dff,,/,0.554,Medium Low,BERT (standalone)
in-d8abeee2189a7dff,,CD,0.556,Medium Low,BERT (standalone)
in-d8abeee2189a7dff,,Data:,0.511,Medium Low,BERT (standalone)
in-d8abeee2189a7dff,,AI / ML:,0.529,Medium Low,BERT (standalone)
in-f1222defc6e45ec3,,Professional Liability,0.75,Medium High,GPT
in-f1222defc6e45ec3,,Cyber Insurance,0.75,Medium High,GPT
in-98f83ac9b5cc4d9c,,Windows,0.75,Medium High,GPT
in-98f83ac9b5cc4d9c,,Linux,0.843,High,BERT+GPT
in-98f83ac9b5cc4d9c,,macOS,0.75,Medium High,GPT
in-98f83ac9b5cc4d9c,,SIEM,0.75,Medium High,GPT
in-98f83ac9b5cc4d9c,,EDR,0.847,High,BERT+GPT
in-98f83ac9b5cc4d9c,,network monitoring tools,0.835,High,BERT+GPT
in-98f83ac9b5cc4d9c,,Python,0.75,Medium High,GPT
in-98f83ac9b5cc4d9c,,PowerShell,0.75,Medium High,GPT
in-98f83ac9b5cc4d9c,,Bachelor's degree,0.553,Medium Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,"Computer Science,",0.533,Medium Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,"Cybersecurity,",0.549,Medium Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,"cybersecurity,",0.559,Medium Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,threat hunting.,0.554,Medium Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,macOS).,0.556,Medium Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,security tools and technologies,0.459,Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,scripting,0.306,Very Low,BERT (standalone)
in-98f83ac9b5cc4d9c,,PowerShell).,0.559,Medium Low,BERT (standalone)
