job_id,date_posted,knowledge,confidence_score,confidence_tier,source,run_id
in-4e852e4285a16380,,software development,0.831,High,BERT+GPT,results_run1
in-f0b48fead02e6e98,,architectural drawings,0.75,Medium High,GPT,results_run1
in-f0b48fead02e6e98,,acoustic products,0.75,Medium High,GPT,results_run1
in-f0b48fead02e6e98,,panels,0.75,Medium High,GPT,results_run1
in-f0b48fead02e6e98,,baffles,0.826,High,BERT+GPT,results_run1
in-f0b48fead02e6e98,,clouds,0.825,High,BERT+GPT,results_run1
in-f0b48fead02e6e98,,estimating software,0.75,Medium High,GPT,results_run1
in-f0b48fead02e6e98,,Excel,0.831,High,BERT+GPT,results_run1
in-42b55a983bf16945,,Ignition,0.75,Medium High,GPT,results_run1
in-42b55a983bf16945,,FactoryTalkView,0.829,High,BERT+GPT,results_run1
in-42b55a983bf16945,,IT/Networking,0.75,Medium High,GPT,results_run1
in-42b55a983bf16945,,database application,0.831,High,BERT+GPT,results_run1
in-42b55a983bf16945,,BHS system operations,0.83,High,BERT+GPT,results_run1
in-42b55a983bf16945,,IT,0.532,Medium Low,BERT (standalone),results_run1
in-42b55a983bf16945,,/,0.532,Medium Low,BERT (standalone),results_run1
in-42b55a983bf16945,,Networking,0.532,Medium Low,BERT (standalone),results_run1
in-b6d25c92fe133ceb,,MuleSoft,0.829,High,BERT+GPT,results_run1
in-b6d25c92fe133ceb,,Boomi,0.826,High,BERT+GPT,results_run1
in-b6d25c92fe133ceb,,Workato,0.83,High,BERT+GPT,results_run1
in-b6d25c92fe133ceb,,IBM Sterling,0.829,High,BERT+GPT,results_run1
in-b6d25c92fe133ceb,,messaging systems,0.831,High,BERT+GPT,results_run1
in-b6d25c92fe133ceb,,AI-assisted engineering tools,0.75,Medium High,GPT,results_run1
in-b6d25c92fe133ceb,,AI,0.532,Medium Low,BERT (standalone),results_run1
in-b6d25c92fe133ceb,,-assisted engineering,0.532,Medium Low,BERT (standalone),results_run1
in-042b565c84045356,,NZ Driver's License,0.75,Medium High,GPT,results_run1
in-042b565c84045356,,ticketing system,0.826,High,BERT+GPT,results_run1
in-042b565c84045356,,NZ,0.532,Medium Low,BERT (standalone),results_run1
in-042b565c84045356,,Driver's License,0.532,Medium Low,BERT (standalone),results_run1
in-290c255a99e5d600,,management reporting,0.75,Medium High,GPT,results_run1
in-290c255a99e5d600,,CAPEX investments,0.75,Medium High,GPT,results_run1
in-290c255a99e5d600,,commercial policy,0.75,Medium High,GPT,results_run1
in-290c255a99e5d600,,finance,0.75,Medium High,GPT,results_run1
in-36736ae33c38a4df,,Drivers Licence,0.75,Medium High,GPT,results_run1
in-fac0a95b0783fd9d,,STEM careers,0.75,Medium High,GPT,results_run1
in-fac0a95b0783fd9d,,uncertainty and risk,0.75,Medium High,GPT,results_run1
in-fac0a95b0783fd9d,,ethical AI,0.75,Medium High,GPT,results_run1
in-fac0a95b0783fd9d,,sustainable AI,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,Microsoft Copilot Studio,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,Power Automate,0.831,High,BERT+GPT,results_run1
in-07a9c2a299829676,,APIs,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,databases,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,generative AI,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,SharePoint,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,internal websites,0.75,Medium High,GPT,results_run1
in-07a9c2a299829676,,Microsoft,0.532,Medium Low,BERT (standalone),results_run1
in-07a9c2a299829676,,Copilot,0.532,Medium Low,BERT (standalone),results_run1
in-07a9c2a299829676,,Studio,0.532,Medium Low,BERT (standalone),results_run1
in-e07c53dcbcbf3274,,data science,0.75,Medium High,GPT,results_run1
in-e07c53dcbcbf3274,,optimisation,0.75,Medium High,GPT,results_run1
in-e07c53dcbcbf3274,,artificial intelligence,0.75,Medium High,GPT,results_run1
in-b4356c6ed1117311,,technology platform,0.75,Medium High,GPT,results_run1
in-b4356c6ed1117311,,data,0.75,Medium High,GPT,results_run1
in-b4356c6ed1117311,,machine learning,0.75,Medium High,GPT,results_run1
in-b4356c6ed1117311,,personalized experiences,0.75,Medium High,GPT,results_run1
in-5a81c5ecd1c8765b,,digital marketing,0.75,Medium High,GPT,results_run1
in-5a81c5ecd1c8765b,,consumer behaviour,0.75,Medium High,GPT,results_run1
in-5a81c5ecd1c8765b,,motion design,0.75,Medium High,GPT,results_run1
in-3c9053efee28bcf7,,Data Science,0.75,Medium High,GPT,results_run1
in-3c9053efee28bcf7,,AI,0.75,Medium High,GPT,results_run1
in-3c9053efee28bcf7,,Data Analytics,0.75,Medium High,GPT,results_run1
in-3c9053efee28bcf7,,Data Engineering,0.75,Medium High,GPT,results_run1
in-3c9053efee28bcf7,,Data Visualization,0.75,Medium High,GPT,results_run1
in-8543415ad2ef374e,,touch sensing technologies,0.829,High,BERT+GPT,results_run1
in-8543415ad2ef374e,,hardware validation processes,0.83,High,BERT+GPT,results_run1
in-9952e2c2c0e072ea,,SAP technologies,0.821,High,BERT+GPT,results_run1
in-9952e2c2c0e072ea,,Technology Consulting,0.83,High,BERT+GPT,results_run1
in-9952e2c2c0e072ea,,Presales,0.831,High,BERT+GPT,results_run1
in-040fa566371acf2f,,technology,0.75,Medium High,GPT,results_run1
in-040fa566371acf2f,,data,0.75,Medium High,GPT,results_run1
in-065469823b71882f,,SAP SuccessFactors,0.75,Medium High,GPT,results_run1
in-9bf4d6d9ee1e4a14,,administrative processes,0.831,High,BERT+GPT,results_run1
in-9bf4d6d9ee1e4a14,,activity reporting,0.831,High,BERT+GPT,results_run1
in-9bf4d6d9ee1e4a14,,sourcing processes,0.75,Medium High,GPT,results_run1
in-c20d12035abeb595,,National High Secure Deaf Service,0.75,Medium High,GPT,results_run1
in-c20d12035abeb595,,Nottingham Centre for Transgender Health,0.75,Medium High,GPT,results_run1
in-e5a40a553d833e46,,AI Business Process,0.83,High,BERT+GPT,results_run1
in-e5a40a553d833e46,,Dynamics 365,0.831,High,BERT+GPT,results_run1
in-e5a40a553d833e46,,Power Platform,0.831,High,BERT+GPT,results_run1
in-94c8e798911e3470,,MuleSoft Anypoint Platform,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,Anypoint Studio,0.829,High,BERT+GPT,results_run1
in-94c8e798911e3470,,API Manager,0.828,High,BERT+GPT,results_run1
in-94c8e798911e3470,,Runtime Manager,0.825,High,BERT+GPT,results_run1
in-94c8e798911e3470,,RAML,0.831,High,BERT+GPT,results_run1
in-94c8e798911e3470,,OpenAPI,0.829,High,BERT+GPT,results_run1
in-94c8e798911e3470,,DataWeave,0.831,High,BERT+GPT,results_run1
in-94c8e798911e3470,,MUnit testing framework,0.829,High,BERT+GPT,results_run1
in-94c8e798911e3470,,RESTful APIs,0.829,High,BERT+GPT,results_run1
in-94c8e798911e3470,,JSON,0.826,High,BERT+GPT,results_run1
in-94c8e798911e3470,,XML,0.825,High,BERT+GPT,results_run1
in-94c8e798911e3470,,JMS,0.828,High,BERT+GPT,results_run1
in-94c8e798911e3470,,message queues,0.826,High,BERT+GPT,results_run1
in-94c8e798911e3470,,Jenkins,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,GitLab CI,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,Git,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,OAuth 2.0,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,JWT,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,TLS,0.75,Medium High,GPT,results_run1
in-94c8e798911e3470,,Bachelor’s degree,0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,"computer science,",0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,"Engineering,",0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,software development,0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,MuleSoft development.,0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,MuleSoft,0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,"Anypoint Platform,",0.532,Medium Low,BERT (standalone),results_run1
in-94c8e798911e3470,,/,0.532,Medium Low,BERT (standalone),results_run1
in-cd884a98466c5d51,,NSW Child Safe Standards,0.75,Medium High,GPT,results_run1
in-cd884a98466c5d51,,National Catholic Safeguarding Standards,0.75,Medium High,GPT,results_run1
in-b7f6c244f45d842b,,CalWORKs,0.75,Medium High,GPT,results_run1
in-b7f6c244f45d842b,,TANF,0.75,Medium High,GPT,results_run1
in-4d39d1108694485c,,message brokers,0.83,High,BERT+GPT,results_run1
in-4d39d1108694485c,,Kafka,0.828,High,BERT+GPT,results_run1
in-4d39d1108694485c,,RabbitMQ,0.823,High,BERT+GPT,results_run1
in-75321c71d3b48fdc,,Java technologies,0.827,High,BERT+GPT,results_run1
in-75321c71d3b48fdc,,backend development,0.829,High,BERT+GPT,results_run1
in-fe47a8774f6fee8b,,Android,0.75,Medium High,GPT,results_run1
in-fe47a8774f6fee8b,,drone inspection tools,0.75,Medium High,GPT,results_run1
in-fe47a8774f6fee8b,,solar energy industry,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,AI integration,0.829,High,BERT+GPT,results_run1
in-688c9596567360d1,,predictive risk models,0.829,High,BERT+GPT,results_run1
in-688c9596567360d1,,smart automation,0.831,High,BERT+GPT,results_run1
in-688c9596567360d1,,React,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,TypeScript,0.822,High,BERT+GPT,results_run1
in-688c9596567360d1,,Node.js,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,Python,0.825,High,BERT+GPT,results_run1
in-688c9596567360d1,,Go,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,vault logic,0.829,High,BERT+GPT,results_run1
in-688c9596567360d1,,API endpoints,0.829,High,BERT+GPT,results_run1
in-688c9596567360d1,,lending,0.831,High,BERT+GPT,results_run1
in-688c9596567360d1,,AMM protocols,0.828,High,BERT+GPT,results_run1
in-688c9596567360d1,,predictive analytics,0.828,High,BERT+GPT,results_run1
in-688c9596567360d1,,risk signal models,0.83,High,BERT+GPT,results_run1
in-688c9596567360d1,,recommender systems,0.831,High,BERT+GPT,results_run1
in-688c9596567360d1,,CI/CD pipelines,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,DevOps,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,smart contracts,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,chain interoperability,0.75,Medium High,GPT,results_run1
in-688c9596567360d1,,back,0.532,Medium Low,BERT (standalone),results_run1
in-688c9596567360d1,,-end,0.532,Medium Low,BERT (standalone),results_run1
in-688c9596567360d1,,"Go),",0.532,Medium Low,BERT (standalone),results_run1
in-df4c58ba7dee56c3,,Python,0.831,High,BERT+GPT,results_run1
in-df4c58ba7dee56c3,,Django,0.827,High,BERT+GPT,results_run1
in-df4c58ba7dee56c3,,Flask,0.831,High,BERT+GPT,results_run1
in-df4c58ba7dee56c3,,FastAPI,0.819,High,BERT+GPT,results_run1
in-80759602520c230d,,drawing and document templates,0.827,High,BERT+GPT,results_run1
in-80759602520c230d,,regulatory requirements,0.75,Medium High,GPT,results_run1
in-80759602520c230d,,customer specifications,0.75,Medium High,GPT,results_run1
in-80759602520c230d,,engineering and design practices,0.75,Medium High,GPT,results_run1
in-5dc0137fea6a865d,,technology,0.75,Medium High,GPT,results_run1
in-5dc0137fea6a865d,,innovation,0.75,Medium High,GPT,results_run1
in-5dc0137fea6a865d,,aerospace,0.75,Medium High,GPT,results_run1
in-5dc0137fea6a865d,,smart city,0.75,Medium High,GPT,results_run1
in-5dc0137fea6a865d,,defence,0.75,Medium High,GPT,results_run1
in-5dc0137fea6a865d,,public security,0.75,Medium High,GPT,results_run1
in-9a4ed3eee44b552b,,update/change assistant,0.821,High,BERT+GPT,results_run1
in-9a4ed3eee44b552b,,PeopleSoft maintenance,0.83,High,BERT+GPT,results_run1
in-9a4ed3eee44b552b,,application/Tools upgrades,0.831,High,BERT+GPT,results_run1
in-9a4ed3eee44b552b,,PUM,0.827,High,BERT+GPT,results_run1
in-9a4ed3eee44b552b,,update,0.532,Medium Low,BERT (standalone),results_run1
in-1bb577efa30c9a9d,,networking,0.75,Medium High,GPT,results_run1
in-1bb577efa30c9a9d,,WiFi,0.83,High,BERT+GPT,results_run1
in-1bb577efa30c9a9d,,hardware,0.75,Medium High,GPT,results_run1
in-68071ee351033ae8,,flip-chip,0.75,Medium High,GPT,results_run1
in-68071ee351033ae8,,BGA,0.75,Medium High,GPT,results_run1
in-68071ee351033ae8,,ASICs,0.75,Medium High,GPT,results_run1
in-68071ee351033ae8,,SerDes,0.75,Medium High,GPT,results_run1
in-68071ee351033ae8,,flip,0.532,Medium Low,BERT (standalone),results_run1
in-68071ee351033ae8,,-chip,0.532,Medium Low,BERT (standalone),results_run1
in-68071ee351033ae8,,-BGA,0.532,Medium Low,BERT (standalone),results_run1
in-cc29618e4e7fdc66,,Xsolla Privacy Notice,0.75,Medium High,GPT,results_run1
in-e20b167f7df3337c,,Sizewell C,0.75,Medium High,GPT,results_run1
in-e20b167f7df3337c,,EDF Group,0.75,Medium High,GPT,results_run1
in-e20b167f7df3337c,,HM Government,0.75,Medium High,GPT,results_run1
in-c3d2f61b501acb8c,,ICT,0.75,Medium High,GPT,results_run1
in-c3d2f61b501acb8c,,Orbis Order Comms,0.75,Medium High,GPT,results_run1
in-c3d2f61b501acb8c,,IPM,0.75,Medium High,GPT,results_run1
in-c3d2f61b501acb8c,,Orbis ED,0.75,Medium High,GPT,results_run1
in-fafd0a966425224e,,Neurosurgery,0.829,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Orthopaedics,0.829,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Plastics,0.827,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Vascular,0.827,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Thoracics,0.829,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Orology,0.828,High,BERT+GPT,results_run1
in-fafd0a966425224e,,ENT,0.828,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Paediatrics,0.829,High,BERT+GPT,results_run1
in-fafd0a966425224e,,General Surgery,0.828,High,BERT+GPT,results_run1
in-fafd0a966425224e,,HPB,0.827,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Endoscopy,0.831,High,BERT+GPT,results_run1
in-fafd0a966425224e,,Radiology Services,0.75,Medium High,GPT,results_run1
in-761b1a8b3aa91eb0,,data protection,0.75,Medium High,GPT,results_run1
in-761b1a8b3aa91eb0,,protection strategies,0.75,Medium High,GPT,results_run1
in-761b1a8b3aa91eb0,,protection standards,0.75,Medium High,GPT,results_run1
in-46d754a162037993,,business workflow,0.75,Medium High,GPT,results_run1
in-46d754a162037993,,project plans,0.75,Medium High,GPT,results_run1
in-46d754a162037993,,features,0.75,Medium High,GPT,results_run1
in-46d754a162037993,,functionality,0.75,Medium High,GPT,results_run1
in-520d9e37336f7ecd,,Fuel50 software,0.75,Medium High,GPT,results_run1
in-520d9e37336f7ecd,,Fuellie University,0.75,Medium High,GPT,results_run1
in-520d9e37336f7ecd,,Southern Cross Health Insurance,0.75,Medium High,GPT,results_run1
in-cf284d58281847c3,,software development,0.825,High,BERT+GPT,results_run1
in-cf284d58281847c3,,enterprise AI,0.75,Medium High,GPT,results_run1
in-086000ce40db58ea,,Microsoft-centric data platform,0.75,Medium High,GPT,results_run1
in-086000ce40db58ea,,ELT/ETL,0.75,Medium High,GPT,results_run1
in-086000ce40db58ea,,Power BI,0.831,High,BERT+GPT,results_run1
in-086000ce40db58ea,,/,0.532,Medium Low,BERT (standalone),results_run1
in-086000ce40db58ea,,ETL),0.532,Medium Low,BERT (standalone),results_run1
in-14d73f227fd45146,,ETL,0.831,High,BERT+GPT,results_run1
in-14d73f227fd45146,,database processes,0.75,Medium High,GPT,results_run1
in-14d73f227fd45146,,framework,0.75,Medium High,GPT,results_run1
in-28a75def2ed995eb,,RMN technology,0.75,Medium High,GPT,results_run1
in-28a75def2ed995eb,,commerce systems,0.75,Medium High,GPT,results_run1
in-28a75def2ed995eb,,media systems,0.75,Medium High,GPT,results_run1
in-28a75def2ed995eb,,marketing systems,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,procurement,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,tendering,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,design-related services,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,project constraints,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,commercial awareness,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,financial management,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,contract management,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,risk management,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,MS Office,0.75,Medium High,GPT,results_run1
in-0b1202bf3556f0ec,,MS Project/Asta,0.75,Medium High,GPT,results_run1
in-12dd56b9ad69fd1c,,hydraulic equipment,0.831,High,BERT+GPT,results_run1
in-12dd56b9ad69fd1c,,cylinders,0.831,High,BERT+GPT,results_run1
in-12dd56b9ad69fd1c,,operation systems,0.828,High,BERT+GPT,results_run1
in-12dd56b9ad69fd1c,,HNC qualification,0.532,Medium Low,BERT (standalone),results_run1
in-965f58ca3e59d3f2,,vehicle configurator,0.75,Medium High,GPT,results_run1
in-965f58ca3e59d3f2,,payment gateway,0.75,Medium High,GPT,results_run1
in-965f58ca3e59d3f2,,vehicle delivery management,0.829,High,BERT+GPT,results_run1
in-965f58ca3e59d3f2,,service scheduling,0.75,Medium High,GPT,results_run1
in-965f58ca3e59d3f2,,web,0.75,Medium High,GPT,results_run1
in-965f58ca3e59d3f2,,mobile app,0.75,Medium High,GPT,results_run1
in-965f58ca3e59d3f2,,in-store,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,acquisition management,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,systems engineering,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,Agile software development,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,cloud management,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,IT modernization,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,data analytics,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,cybersecurity,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,DevSecOps,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,automated testing,0.75,Medium High,GPT,results_run1
in-7461bc5cf0db64c7,,mobile application development,0.75,Medium High,GPT,results_run1
in-4250b91d85b051d1,,airworthiness authorities,0.831,High,BERT+GPT,results_run1
in-6db24020e2a08372,,infrastructure as code (IaC) tools,0.829,High,BERT+GPT,results_run1
in-00312d85ec873f86,,professional lighting,0.75,Medium High,GPT,results_run1
in-00312d85ec873f86,,audio,0.825,High,BERT+GPT,results_run1
in-00312d85ec873f86,,camera systems,0.827,High,BERT+GPT,results_run1
in-00312d85ec873f86,,live-streaming setups,0.75,Medium High,GPT,results_run1
in-00312d85ec873f86,,post-production workflows,0.75,Medium High,GPT,results_run1
in-00312d85ec873f86,,professional,0.532,Medium Low,BERT (standalone),results_run1
in-00312d85ec873f86,,"lighting,",0.532,Medium Low,BERT (standalone),results_run1
in-00312d85ec873f86,,live,0.532,Medium Low,BERT (standalone),results_run1
in-00312d85ec873f86,,"-streaming setups,",0.532,Medium Low,BERT (standalone),results_run1
in-00312d85ec873f86,,post,0.532,Medium Low,BERT (standalone),results_run1
in-00312d85ec873f86,,-production workflows.,0.532,Medium Low,BERT (standalone),results_run1
in-101e930210888ced,,mobile apps,0.75,Medium High,GPT,results_run1
in-77696a202803c29b,,PLM,0.83,High,BERT+GPT,results_run1
in-77696a202803c29b,,ERP systems,0.827,High,BERT+GPT,results_run1
in-77696a202803c29b,,fabric types,0.829,High,BERT+GPT,results_run1
in-77696a202803c29b,,construction,0.826,High,BERT+GPT,results_run1
in-77696a202803c29b,,finishing,0.75,Medium High,GPT,results_run1
in-77696a202803c29b,,performance characteristics,0.75,Medium High,GPT,results_run1
in-77696a202803c29b,,material development,0.828,High,BERT+GPT,results_run1
in-77696a202803c29b,,sourcing,0.827,High,BERT+GPT,results_run1
in-77696a202803c29b,,lifecycle management,0.828,High,BERT+GPT,results_run1
in-77696a202803c29b,,sustainability standards,0.75,Medium High,GPT,results_run1
in-77696a202803c29b,,textile materials,0.75,Medium High,GPT,results_run1
in-77696a202803c29b,,/,0.532,Medium Low,BERT (standalone),results_run1
in-77696a202803c29b,,"finishing, and performance characteristics.",0.532,Medium Low,BERT (standalone),results_run1
in-b9d4aea91e3f2d0c,,Epic Ambulatory,0.75,Medium High,GPT,results_run1
in-27d3e2e8b7c41d36,,APIs,0.75,Medium High,GPT,results_run1
in-27d3e2e8b7c41d36,,NDC standards,0.75,Medium High,GPT,results_run1
in-8ad8e7c8de4037c3,,AWS,0.831,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,cloud security,0.831,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,enterprise security,0.83,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,WAF,0.825,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,IPS,0.827,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,Anti-DDOS,0.82,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,SIEM,0.831,High,BERT+GPT,results_run1
in-8ad8e7c8de4037c3,,Anti,0.532,Medium Low,BERT (standalone),results_run1
in-cd349d1d935d2e5e,,database infrastructure,0.75,Medium High,GPT,results_run1
in-cd349d1d935d2e5e,,data storage,0.75,Medium High,GPT,results_run1
in-cd349d1d935d2e5e,,data protection,0.75,Medium High,GPT,results_run1
